"t","y","mu","q_001","q_005","q_010","q_015","q_020","q_025","q_030","q_035","q_040","q_045","q_050","q_055","q_060","q_065","q_070","q_075","q_080","q_085","q_090","q_095","q_099"
20,-10.433349858241,-7.86365728602942,-17.602517048519,-14.749557276076,-13.2286549781238,-12.2025094181953,-11.3869614566404,-10.6872939233937,-10.058970854404,-9.47673589212894,-8.92425184981099,-8.38971714502265,-7.86365728602942,-7.33759742703618,-6.80306272224784,-6.25057867992989,-5.66834371765482,-5.04002064866511,-4.34035311541842,-3.52480515386349,-2.498659593935,-0.977757295982816,1.87520247646018
21,-14.9162887139976,-4.99054457244037,-14.7294031256576,-11.8764437074661,-10.355541598364,-9.32939616585184,-8.51384830556334,-7.81418085919424,-7.18585786822329,-6.60362297824422,-6.05113900452812,-5.51660436611284,-4.99054457244037,-4.46448477876789,-3.92995014035262,-3.37746616663651,-2.79523127665744,-2.16690828568649,-1.46724083931739,-0.651692979028889,0.374452453483297,1.89535456258533,4.74831398077685
22,-5.82350541546269,-4.342982858995,-14.0818402041443,-11.2288811398514,-9.70797921941145,-8.68183391418865,-7.86628615506573,-7.16661879548767,-6.53829588245777,-5.95606106470269,-5.4035771595201,-4.86904258741179,-4.342982858995,-3.81692313057821,-3.2823885584699,-2.72990465328731,-2.14766983553223,-1.51934692250233,-0.819679562924275,-0.0041318038013447,1.02201350142145,2.54291542186144,5.39587448615433
23,-3.97304212883749,1.90700177559046,-7.83185436269369,-4.9788956519471,-3.45799391998133,-2.4318487419212,-1.61630108386312,-0.916633810989715,-0.28831097582326,0.293923769779722,0.84640760649704,1.3809421123644,1.90700177559046,2.43306143881652,2.96759594468388,3.5200797814012,4.10231452700418,4.73063736217064,5.43030463504405,6.24585229310212,7.27199747116226,8.79289920312802,11.6458579138746
24,-0.58656285582349,6.47622494502575,-3.26262998759413,-0.409671630042036,1.11122991363705,2.13737496466106,2.95292252175485,3.65258970800989,4.28091246539037,4.86314713891306,5.41563090723322,5.95016534692555,6.47622494502575,7.00228454312596,7.53681898281828,8.08930275113845,8.67153742466114,9.29986018204162,9.99952736829666,10.8150749253904,11.8412199764145,13.3621215200935,16.2150798776456
25,9.56754235973402,10.1451477645367,0.406294036381954,3.25925204109083,4.78015339667051,5.80629832078473,6.62184577701465,7.32151287673746,7.94983555640934,8.53207015792342,9.08455385791446,9.61908823149756,10.1451477645367,10.6712072975758,11.2057416711589,11.7582253711499,12.340459972664,12.9687826523359,13.6684497520587,14.4839972082886,15.5101421324029,17.0310434879825,19.8840014926914
26,18.9439196539396,16.4419711689853,6.70311864409841,9.55607629631482,11.0769774639821,12.1031222613127,12.918669616779,13.6183366300556,14.2466592320961,14.8288937616732,15.381377393403,15.9159117009426,16.4419711689853,16.968030637028,17.5025649445676,18.0550485762975,18.6372831058745,19.265605707915,19.9652727211916,20.7808200766579,21.8069648739885,23.3278660416558,26.1808236938722
27,24.0983176040785,23.1928547695474,13.4540034467328,16.306960746807,17.8278617267485,18.8540063974214,19.6695536522242,20.3692205791406,20.9975431036268,21.5797775613383,22.1322611248748,22.6667953664365,23.1928547695474,23.7189141726583,24.25344841422,24.8059319777565,25.388166435468,26.0164889599542,26.7161558868706,27.5317031416734,28.5578478123463,30.0787487922878,32.931706092362
28,19.8176977194539,27.2866518506496,17.5478017287136,20.4007586769952,21.9216594693974,22.9478040135385,23.7633511677778,24.4630180084196,25.0913404554286,25.6735748413459,26.2260583367568,26.7605925124061,27.2866518506496,27.8127111888932,28.3472453645425,28.8997288599533,29.4819632458707,30.1102856928797,30.8099525335215,31.6254996877608,32.6516442319019,34.1725450243041,37.0255019725857
29,27.5820448159706,24.2433798090444,14.5045308867948,17.3574874836331,18.8783880886822,19.904532506417,20.7200795601926,21.4197463146454,22.0480686842542,22.6303029984486,23.1827864258014,23.7173205356038,24.2433798090444,24.7694390824849,25.3039731922874,25.8564566196401,26.4386909338345,27.0670133034433,27.7666800578961,28.5822271116717,29.6083715294065,31.1292721344556,33.9822287312939
30,31.5120548041868,23.931036324569,14.1921886008158,17.0451448465594,18.5660452644413,19.5921895558952,20.4077365093067,21.1074031776562,21.7357254699414,22.3179597124841,22.8704430718463,23.4049771158671,23.931036324569,24.4570955332709,24.9916295772917,25.544112936654,26.1263471791966,26.7546694714819,27.4543361398313,28.2698830932429,29.2960273846968,30.8169278025786,33.6698840483222
31,18.4966675872475,23.2322166051474,13.4933700787021,16.3463259736992,17.8672262045993,18.8933703698976,19.7089172230447,20.4085838053761,21.0369060204145,21.6191401913764,22.1716234828156,22.70615746112,23.2322166051474,23.7582757491749,24.2928097274793,24.8452930189184,25.4275271898804,26.0558494049188,26.7555159872502,27.5710628403972,28.5972070056955,30.1181072365956,32.9710631315927
32,9.28337908910791,13.0769547518233,3.33810942149925,6.19106496609744,7.71196501020121,8.73810904946886,9.55365580245078,10.2533222988494,10.8816444367176,11.4638785361697,12.0163617597531,12.5508956724063,13.0769547518233,13.6030138312404,14.1375477438936,14.6900309674769,15.2722650669291,15.9005872047972,16.6002537011959,17.4158004541778,18.4419444934454,19.9628445375492,22.8158000821474
33,1.5204371439727,0.285943845859584,-9.45290028952817,-6.59994509498177,-5.07904523748932,-4.05290132412742,-3.23735467121142,-2.53768826066042,-1.90936619988613,-1.32713217187289,-0.774649016078073,-0.240115169011112,0.285943845859584,0.812002860730281,1.34653670779724,1.89901986359206,2.4812538916053,3.10957595237959,3.80924236293059,4.62478901584659,5.65093292920849,7.17183278670094,10.0247879812473
34,-8.89435373449804,-12.2762025802156,-22.0150455218502,-19.162090677009,-17.6411910059431,-16.6150472183623,-15.7995006654131,-15.0998343406247,-14.471512356868,-13.8892784002229,-13.3367953121495,-12.8022615306038,-12.2762025802156,-11.7501436298274,-11.2156098482817,-10.6631267602083,-10.0808928035633,-9.45257081980647,-8.7529044950181,-7.93735794206893,-6.91121415448814,-5.39031448342223,-2.53735963858102
35,-30.0974057132697,-25.244673602086,-34.9835153511488,-32.1305608556667,-30.6096613708428,-29.5835177089186,-28.7679712558374,-28.0683050167268,-27.4399831099113,-26.8577492245638,-26.3052662041448,-25.7707324880556,-25.244673602086,-24.7186147161164,-24.1840810000271,-23.6315979796082,-23.0493640942607,-22.4210421874452,-21.7213759483346,-20.9058294952533,-19.8796858333291,-18.3587863485053,-15.5058318530232
36,-43.0516572745977,-43.5626696102431,-53.3015101679138,-50.4485560214452,-48.9276567226792,-47.9015131862873,-47.0859668329752,-46.3863006794576,-45.7579788495073,-45.1757450353868,-44.6232620825554,-44.0887284318578,-43.5626696102431,-43.0366107886284,-42.5020771379309,-41.9495941850994,-41.367360370979,-40.7390385410286,-40.0393723875111,-39.2238260341989,-38.1976824978071,-36.676783199041,-33.8238290525724
37,-62.0778879271148,-59.2764339964176,-69.015273363874,-66.1623195660739,-64.6414204531817,-63.6152770421981,-62.7997307885564,-62.1000647205472,-61.4717429673861,-60.8895092244223,-60.3370263391115,-59.8024927537409,-59.2764339964176,-58.7503752390942,-58.2158416537237,-57.6633587684129,-57.081125025449,-56.4528032722879,-55.7531372042787,-54.937590950637,-53.9114475396534,-52.3905484267612,-49.5375946289611
38,-77.2676737596005,-75.9362604939605,-85.6750986723788,-82.8221452229026,-81.3012462957007,-80.2751030100013,-79.4595568559317,-78.7598908733464,-78.1315691968985,-77.549335525021,-76.9968527071642,-76.4623191870561,-75.9362604939605,-75.4102018008649,-74.8756682807568,-74.3231854629,-73.7409517910225,-73.1126301145746,-72.4129641319893,-71.5974179779196,-70.5712746922203,-69.0503757650183,-66.1974223155421
39,-89.111272585675,-90.1488359332934,-99.8876729238481,-97.0347198223518,-95.5138210806566,-94.4876779201178,-93.6721318655218,-92.972465968276,-92.3441443684657,-91.7619107676043,-91.2094280171347,-90.6748945622247,-90.1488359332934,-89.6227773043621,-89.0882438494521,-88.5357610989826,-87.9535274981212,-87.3252058983109,-86.6255400010651,-85.809993946469,-84.7838507859303,-83.2629520442351,-80.4099989427388
40,-105.733252062027,-100.431731068308,-110.170566872172,-107.317614118312,-105.796715561941,-104.770572526439,-103.955026571218,-103.255360759228,-102.627039235979,-102.044805706064,-101.492323022915,-100.957789633139,-100.431731068308,-99.9056725034781,-99.3711391137017,-98.818656430553,-98.2364229006376,-97.6081013773891,-96.9084355653986,-96.092889610178,-95.0667465746762,-93.5458480183047,-90.6928952644448
41,-109.978429603439,-110.774534469208,-120.513369087552,-117.660416680985,-116.139518309754,-115.113375399166,-114.297829543223,-113.598163816404,-112.969842369642,-112.387608910602,-111.835126294708,-111.300592970001,-110.774534469208,-110.248475968416,-109.713942643709,-109.161460027814,-108.579226568775,-107.950905122013,-107.251239395193,-106.43569353925,-105.409550628662,-103.888652257431,-101.035699850865
42,-113.107528444959,-114.030941880334,-123.769775314327,-120.916823254711,-119.395925068438,-118.369782282641,-117.554236525877,-116.854570884145,-116.226249513793,-115.64401612556,-115.091533576854,-114.557000317152,-114.030941880334,-113.504883443516,-112.970350183814,-112.417867635108,-111.835634246875,-111.207312876523,-110.507647234791,-109.692101478027,-108.66595869223,-107.145060505957,-104.292108446341
43,-108.783931794995,-112.748633980984,-122.487466231793,-119.634514518786,-118.11361651729,-117.087473856159,-116.271928198477,-115.572262641748,-114.943941347733,-114.361708030236,-113.809225548651,-113.274692353891,-112.748633980984,-112.222575608078,-111.688042413317,-111.135559931733,-110.553326614236,-109.92500532022,-109.225339763491,-108.409794105809,-107.383651444679,-105.862753443182,-103.009801730175
44,-107.009553179011,-105.184091417834,-114.922922486625,-112.069971119886,-110.549073302983,-109.522930766397,-108.707385207699,-108.00771973589,-107.379398518134,-106.797165271304,-106.244682856775,-105.710149726892,-105.184091417834,-104.658033108776,-104.123499978892,-103.571017564364,-102.988784317533,-102.360463099778,-101.660797627968,-100.84525206927,-99.8191095326846,-98.2982117157818,-95.4452603490422
45,-92.7811814110656,-96.2580879658291,-105.996917853767,-103.143966832954,-101.623069200463,-100.596926788299,-99.7813813284877,-99.0817159415142,-98.4533947999442,-97.8711616237107,-97.3186792761716,-96.7841462111014,-96.2580879658291,-95.7320297205569,-95.1974966554867,-94.6450143079475,-94.062781131714,-93.434459990144,-92.7347946031706,-91.9192491433592,-90.8931067311954,-89.3722090987046,-86.5192580778914
46,-83.5952167186175,-80.5368887594991,-90.2757174677455,-87.4227667925181,-85.9018693442579,-84.8757270563935,-84.0601816953714,-83.3605163931504,-82.7321953276906,-82.1499622219847,-81.5974799413692,-81.0629469410485,-80.5368887594991,-80.0108305779498,-79.476297577629,-78.9238152970136,-78.3415821913076,-77.7132611258479,-77.0135958236268,-76.1980504626047,-75.1719081747404,-73.6510107264802,-70.7980600512527
47,-57.5961081336909,-64.914550689191,-74.6533782189066,-71.800427888925,-70.2795306247141,-69.2533884610269,-68.4378431986969,-67.7381779811449,-67.1098569917205,-66.5276239564727,-65.9751417427151,-65.4406088070801,-64.914550689191,-64.3884925713018,-63.8539596356668,-63.3014774219093,-62.7192443866615,-62.0909233972371,-61.3912581796851,-60.5757129173551,-59.5495707536679,-58.028673489457,-55.1757231594754
48,-50.1566889888723,-41.1428871827393,-50.881713535083,-48.0287635500078,-46.5078664696651,-45.481724430033,-44.6661792662981,-43.9665141333318,-43.3381932198681,-42.7559602550091,-42.2034781080437,-41.6689452370308,-41.1428871827393,-40.6168291284478,-40.0822962574349,-39.5298141104695,-38.9475811456105,-38.3192602321468,-37.6195950991805,-36.8040499354456,-35.7779078958135,-34.2570108154708,-31.4040608303956
49,-23.3216701490848,-24.461363449338,-34.2001886254669,-31.3472389849591,-29.8263420883041,-28.8002001726051,-27.9846551073683,-27.2849900589047,-26.6566692213269,-26.0744363267876,-25.5219542465486,-24.9874214400945,-24.461363449338,-23.9353054585815,-23.4007726521274,-22.8482905718884,-22.2660576773491,-21.6377368397714,-20.9380717913077,-20.1225267260709,-19.0963848103719,-17.5754879137169,-14.7225382732091
50,9.29053862784611,-2.10708856425828,-11.8459125653279,-8.99296326904898,-7.47206655590108,-6.44592476401353,-5.63037979717809,-4.93071483313407,-4.30239407136776,-3.72016124707901,-3.16767923350101,-2.63314649154205,-2.10708856425828,-1.5810306369745,-1.04649789501554,-0.494015881437542,0.0882169428512065,0.716537704617516,1.41620266866153,2.23174763549698,3.25788942738453,4.77878614053242,7.63173543681136
51,27.1050702129181,25.6729726267975,15.9341497996334,18.7870987520215,20.3079952818424,21.3341369500401,22.1496818185708,22.8493466982781,23.4776673843074,24.0599001384145,24.612382085397,25.1469147629241,25.6729726267975,26.1990304906709,26.733563168198,27.2860451151805,27.8682778692877,28.496598555317,29.1962634350243,30.011808303555,31.0379499717527,32.5588465015736,35.4117954539616
52,51.163939248927,47.1010185560368,37.3621969016262,40.2151455104608,41.7360418571347,42.762183401764,43.5777281720864,44.2773929675397,44.9057135779064,45.4879462619008,46.0404281423532,46.5749607555116,47.1010185560368,47.6270763565621,48.1616089697205,48.7140908501729,49.2963235341673,49.924644144534,50.6243089399873,51.4398537103097,52.465995254939,53.9868916016128,56.8398402104475
53,67.5080510219526,67.5187492783073,57.7799287954998,60.632877061118,62.1537732248245,63.1799146460065,63.995459318217,64.695124029499,65.3234445642772,65.9056771782277,66.4581589922152,66.992691541068,67.5187492783073,68.0448070155466,68.5793395643995,69.131821378387,69.7140539923375,70.3423745271157,71.0420392383977,71.8575839106081,72.8837253317902,74.4046214954966,77.2575697611149
54,80.2479063374333,82.4882250523352,72.7494057399821,75.6023536627204,77.1232496436389,78.1493909414947,78.9649355156894,79.6646001428826,80.2929206021465,80.8751531461216,81.4276348937095,81.9621673783198,82.4882250523352,83.0142827263506,83.5488152109609,84.1012969585488,84.6835295025239,85.3118499617878,86.011514588981,86.8270591631757,87.8532004610315,89.37409644195,92.2270443646883
55,90.3288469133638,92.1265933045474,82.3877751615018,85.2407227416962,86.7616185400058,87.7877597146562,88.6033041909312,89.302968734118,89.9312891179416,90.51352159201,91.0660032732632,91.6005356936941,92.1265933045474,92.6526509154008,93.1871833358317,93.7396650170848,94.3218974911533,94.9502178749768,95.6498824181636,96.4654268944386,97.4915680690891,99.0124638673987,101.865411447593
56,103.459383956542,97.4273501269394,87.688533152056,90.5414803900419,92.0623760059215,93.0885170574873,93.9040614359385,94.6037258952012,95.2320462036583,95.8142786078885,96.366760222872,96.9012925791862,97.4273501269394,97.9534076746927,98.4879400310069,99.0404216459904,99.6226540502206,100.250974358678,100.95063881794,101.766183196392,102.792324247957,104.313219863837,107.166167101823
57,107.467303440815,102.469766715432,92.7309509075669,95.5838978036795,97.1047932373076,98.1309341659092,98.9464784466324,99.6461428220531,100.274463055218,100.856695389678,101.409176938457,101.943709230717,102.469766715432,102.995824200147,103.530356492407,104.082838041186,104.665070375646,105.293390608811,105.993054984231,106.808599264954,107.834740193556,109.355635627184,112.208582523297
58,97.4171773689153,102.895634144594,93.1568195026062,96.0097660571799,97.5306613087349,98.5568021144927,99.3723462975834,100.072010589244,100.70033074719,101.282563011948,101.835044494587,102.369576722856,102.895634144594,103.421691566333,103.956223794602,104.508705277241,105.090937541999,105.719257699945,106.418921991606,107.234466174696,108.260606980454,109.781502232009,112.634448786583
59,88.9862734955427,93.6197410001406,83.8809275228886,86.7338737362575,88.2547688059175,89.2809094889515,90.0964535745053,90.7961177824882,91.4244378652882,92.0066700604135,92.5591514769769,93.0936836413174,93.6197410001406,94.1457983589637,94.6803305233042,95.2328119398676,95.8150441349929,96.4433642177929,97.1430284257758,97.9585725113296,98.9847131943636,100.505608264024,103.358554477393
60,79.0749612081656,80.8844339252838,71.1456216116296,73.9985674841272,75.51946237207,76.5456029325003,77.3611469206126,78.0608110449992,78.6891310527273,79.2713631782872,79.8238445288399,80.3583766293142,80.8844339252838,81.4104912212535,81.9450233217278,82.4975046722804,83.0797367978404,83.7080568055684,84.4077209299551,85.2232649180674,86.2494054784977,87.7703003664404,90.6232462389381
61,72.4855827487115,66.7219224528454,56.983111301652,59.8360568336114,61.3569515400145,62.3830919779608,63.1986358687267,63.8982999095989,64.5266198423284,65.1088518983909,65.6613331829974,66.1958652196679,66.7219224528454,67.2479796860228,67.7825117226934,68.3349930072999,68.9172250633624,69.5455449960919,70.2452090369641,71.06075292773,72.0868933656763,73.6077880720794,76.4607336040388
62,54.5602155336886,54.9506692949575,45.2118593050897,48.0648044968434,49.5856990218842,50.6118393374662,51.4273831309808,52.12704708842,52.7553669462241,53.3375989328571,53.8900801515818,54.4246121245109,54.9506692949575,55.4767264654042,56.0112584383333,56.5637396570579,57.145971643691,57.774291501495,58.4739554589343,59.2894992524489,60.3156395680309,61.8365340930716,64.6894792848254
63,43.449124852553,39.3315254170861,29.5927165874102,32.4456614392904,33.9665557831458,34.9926959764829,35.8082396728412,36.5079035469289,37.1362233298807,37.718455247152,38.2709364000591,38.8054683093091,39.3315254170861,39.8575825248631,40.3921144341131,40.9445955870202,41.5268275042915,42.1551472872433,42.854811161331,43.6703548576893,44.6964950510264,46.2173893948818,49.070334246762
64,28.5742122683517,26.3647487679478,16.6259410973319,19.4788856096701,20.9997797725169,22.0259198437284,22.8414634430251,23.5411272338426,24.1694469420153,24.7516787899925,25.3041598771463,25.8386917227792,26.3647487679478,26.8908058131163,27.4253376587492,27.977818745903,28.5600505938802,29.1883703020529,29.8880340928704,30.7035776921671,31.7297177633786,33.2506119262254,36.1035564385636
65,14.1427729614593,13.6371215564766,3.89831504379055,6.75125921691791,8.27215319893266,9.29829314813764,10.1138366504674,10.8135003580959,11.4418199915623,12.024051770313,12.5765327917777,13.1110645738555,13.6371215564766,14.1631785390978,14.6977103211756,15.2501913426403,15.832423121391,16.4607427548574,17.1604064624859,17.9759499648157,19.0020899140206,20.5229838960354,23.3759280691627
66,-1.02109935892283,1.88089388725069,-7.85791146863429,-5.00496763438716,-3.4840738330282,-2.45793400571083,-1.64239060025349,-0.942726975732851,-0.314407416899939,0.267824292691745,0.820305248531233,1.35483696711595,1.88089388725069,2.40695080738542,2.94148252597014,3.49396348180963,4.07619519140131,4.70451475023423,5.40417837475486,6.21972178021221,7.24586160752958,8.76675540888852,11.6196992431357
67,-9.97972143347518,-9.35602306794017,-19.094827268151,-16.241883772454,-14.7209901515748,-13.6948504460263,-12.879307137347,-12.1796435958533,-11.5513241115811,-10.9690924710811,-10.4166115808028,-9.88207992564935,-9.35602306794017,-8.829966210231,-8.29543455507752,-7.74295366479925,-7.16072202429922,-6.53240254002706,-5.83273899853336,-5.01719568985404,-3.99105598430554,-2.47016236342639,0.382781132270651
68,-21.766230122319,-16.6468666609696,-26.3856697066316,-23.532726549155,-22.0118331085799,-20.9856935246817,-20.1701503126862,-19.4704868541386,-18.8421674443546,-18.2599358728789,-17.707455048098,-17.172923456314,-16.6468666609696,-16.1208098656252,-15.5862782738412,-15.0337974490603,-14.4515658775846,-13.8232464678006,-13.123583009253,-12.3080397972575,-11.2819002133593,-9.76100677278421,-6.90806361530759
69,-26.3781448509512,-23.36952583939,-33.1083277316269,-30.2553849120415,-28.734491651595,-27.7083521892287,-26.8928090738228,-26.1931456981406,-25.5648263627722,-24.9825948602538,-24.4301141009065,-23.8955825724303,-23.36952583939,-22.8434691063497,-22.3089375778734,-21.7564568185262,-21.1742253160077,-20.5459059806394,-19.8462426049571,-19.0306994895513,-18.004560027185,-16.4836667667385,-13.6307239471531
70,-27.0767196914564,-26.055825091685,-35.7946258316189,-32.941683349596,-31.4207902691029,-30.3946509281502,-29.5791079092401,-28.8794446163426,-28.2511253553175,-27.6688939216892,-27.1164132277119,-26.5818817624819,-26.055825091685,-25.5297684208882,-24.9952369556582,-24.4427562616809,-23.8605248280525,-23.2322055670275,-22.5325422741299,-21.7169992552199,-20.6908599142672,-19.169966833774,-16.3170243517512
71,-38.0622677140486,-24.7711423887641,-34.5099419775153,-31.6569998327268,-30.136106932012,-29.109967712355,-28.2944247898468,-27.5947615796535,-26.9664423928994,-26.3842110280942,-25.8317303994233,-25.2971989973781,-24.7711423887641,-24.2450857801502,-23.7105543781049,-23.1580737494341,-22.5758423846289,-21.9475231978747,-21.2478599876815,-20.4323170651733,-19.4061778455163,-17.8852849448015,-15.032342800013
72,-26.5760725151193,-27.7372772735366,-37.4760757122239,-34.623133904342,-33.1022411832308,-32.0761020847515,-31.2605592585516,-30.5608961309822,-29.9325770184269,-29.3503457223779,-28.79786515895,-28.263333820028,-27.7372772735366,-27.2112207270452,-26.6766893881232,-26.1242088246953,-25.5419775286463,-24.913658416091,-24.2139952885217,-23.3984524623217,-22.3723133638424,-20.8514206427313,-17.9984788348493
