"t","y","mu","q_001","q_005","q_010","q_015","q_020","q_025","q_030","q_035","q_040","q_045","q_050","q_055","q_060","q_065","q_070","q_075","q_080","q_085","q_090","q_095","q_099"
11,7.41798130628718,4.8939611914184,-3.58832072009744,-0.972036973239719,0.288886541411905,1.17649648847551,1.86689685929466,2.4373067580953,3.06861330659597,3.55148238657246,3.98590791682608,4.46473542336366,4.89731025578867,5.36910718594002,5.79801586608461,6.28885342713259,6.77927105369689,7.32352787832696,7.9622922457352,8.62094300945064,9.47625619156034,10.9393755628708,13.2219824926358
12,-0.490228652652328,2.03071861924279,-6.50851585025039,-4.03890235588051,-2.60418273424026,-1.62671809990213,-0.998679692688435,-0.392220205238798,0.115234051061381,0.654680625847239,1.15739899972022,1.65498836775717,2.08251347820531,2.50097950983313,2.93161933489472,3.42641016573131,3.92044251242593,4.41631532374723,5.00996452453379,5.71723641850352,6.71113926641858,8.1330710581753,10.6557122099331
13,0.931268374240971,-1.07558470280054,-10.2326743216763,-7.2741234891153,-5.80873003455188,-4.89466051374455,-4.17549903423,-3.60281679872454,-3.02703260265397,-2.49271974474345,-1.98163805710572,-1.50697359227175,-1.03485466112743,-0.608697410694645,-0.118869588311269,0.359332270771002,0.825313464497477,1.33956470110327,1.96621722061625,2.67843358301166,3.71975350337556,5.10404352093588,8.32635008937399
14,-12.4219935861045,-4.21007266249648,-11.9997123768534,-9.61485762952272,-8.31389621225062,-7.53587551580699,-6.86487463561173,-6.28053943610004,-5.78312638825931,-5.35349575348873,-4.87448601660708,-4.50581990851675,-4.07468192408151,-3.67652173991111,-3.25061561279724,-2.82143852181298,-2.36156320673433,-1.88148881160053,-1.35884184845808,-0.733264834982419,0.100550109391314,1.44410050606937,3.96029767399571
15,-9.25417144542306,-7.35775787106937,-13.8272492420162,-11.8740024561373,-10.8485014602761,-10.1453592985797,-9.61487210961864,-9.16306631071435,-8.73892558737539,-8.40880203427393,-8.04540927768451,-7.70567898881636,-7.34337507948136,-6.98847370499929,-6.61364418961371,-6.25890243995471,-5.88495681084561,-5.46889127706363,-5.02520062989162,-4.46404813411957,-3.76111334902979,-2.700019656785,-0.76758231215361
16,-11.3469875311869,-10.1978297748888,-15.9409530959983,-14.2038439862471,-13.3491674317608,-12.7342913624668,-12.2706179972036,-11.8380128033618,-11.4734721835546,-11.1349852290165,-10.8728617039372,-10.5812045017321,-10.3027915428294,-10.0037631905973,-9.68422606869271,-9.3651845741743,-9.00899357559879,-8.67342501295733,-8.29639931422617,-7.87080144600886,-7.20690168865438,-6.24432626793673,-4.60895925489666
17,-11.5623850849929,-12.6485719327645,-18.0749979182492,-16.4504577697508,-15.6137224136008,-15.0143670175864,-14.5533255627577,-14.1411343251882,-13.8487087083898,-13.5419395336505,-13.2679414353189,-12.9936971012492,-12.7218475177479,-12.4447684861351,-12.1531087979481,-11.8441127337321,-11.5211926409036,-11.1829429067569,-10.8056492042578,-10.3908118815681,-9.81811318137301,-8.9694723371371,-7.29495976823266
18,-17.6843984342854,-14.5705871559793,-19.7310021678408,-18.2471863454064,-17.4301811655241,-16.8683660079493,-16.4232034958983,-16.0497164883163,-15.7216624843321,-15.4113338612467,-15.1147571089407,-14.8480671950144,-14.5726465893366,-14.3142022227717,-14.0490744498882,-13.7616217714169,-13.4526708869616,-13.1240288074275,-12.776924288097,-12.3615343782598,-11.81335251609,-10.9745324965588,-9.53833623752298
19,-17.2552309744396,-15.9929627638715,-21.7756617870464,-19.7686539926487,-18.8545427873834,-18.2422460158216,-17.8184677877667,-17.468984772868,-17.1374945986841,-16.8183923967261,-16.5247631792293,-16.2345911722989,-15.9565760999343,-15.7147383763221,-15.4018509697735,-15.1255837261416,-14.7822049315533,-14.4267454342317,-14.0632086669376,-13.6405129388341,-13.119003962541,-12.3402609931829,-10.52640665301
20,-19.8058861961372,-16.7679418428953,-21.6097323413344,-20.1021105693224,-19.276323857261,-18.7866627114991,-18.4142924602158,-18.1115797230323,-17.8204352478179,-17.5400568057404,-17.2769151290965,-17.0096748666217,-16.756620168804,-16.5136206817805,-16.2624937192784,-15.9837045452031,-15.7384535426209,-15.4492457384116,-15.1340671958655,-14.7593206626721,-14.2226562454266,-13.462881805835,-12.1092120992105
21,-18.1893529236614,-16.9226787704848,-22.7693683903244,-20.9185765154303,-20.0297114223575,-19.4274369132716,-18.9247205923722,-18.5529159418931,-18.201862271911,-17.8605203644164,-17.5312210367427,-17.2381248287099,-16.9228548056337,-16.6208145138948,-16.3303034456873,-15.9956006934232,-15.6860094643608,-15.3575403791106,-14.9708561514008,-14.5103098777932,-13.8837948251465,-12.9883206016985,-11.1211753840059
22,-19.4667736817305,-16.4352313459069,-22.8898407457116,-20.8100970113241,-19.7551116553356,-19.1270109005147,-18.5516377226644,-18.079597113107,-17.697390575254,-17.3339750896426,-17.0008687973902,-16.6885822885694,-16.3720177770104,-16.0347669700391,-15.7415486924184,-15.3834271377573,-15.0066068072156,-14.6473309153356,-14.1734906307791,-13.6651441363981,-13.0132474842337,-12.0444106640828,-9.98153832238173
23,-15.4381438011818,-15.4091031901481,-21.7779376550747,-19.8594307669564,-18.9068770414323,-18.1950800634033,-17.6600950547562,-17.2080163794581,-16.8035505952662,-16.4211812997039,-16.0884113206122,-15.7302383843999,-15.4034269851584,-15.0811719410962,-14.6857763519887,-14.342189885779,-13.9875636254941,-13.5867672677678,-13.150473906833,-12.5833813301443,-11.9289200926131,-10.8999281100291,-9.10837611563882
24,-16.6306662233329,-13.8784747586171,-21.2819829159226,-18.981403138233,-17.7500015120295,-17.0309603173827,-16.4469750924817,-15.9608653446725,-15.5220384183059,-15.0766339992177,-14.6514279095578,-14.2806708414958,-13.8806426994766,-13.4853859575909,-13.0967253660217,-12.7097514711212,-12.3318146499301,-11.8682594487612,-11.3113104717909,-10.7111598279813,-9.93612080697448,-8.78062699167285,-6.66967937321237
25,-9.82259973827042,-12.0153129611318,-19.0088818763645,-16.8280378926421,-15.7185375883568,-14.9517548951964,-14.4219753349314,-13.9150111196943,-13.546617029411,-13.1451660078687,-12.775456585974,-12.3879940984482,-12.0027973807624,-11.6318510152999,-11.2822808725242,-10.8837119059447,-10.4721762160673,-10.0336501829947,-9.49187781145944,-8.87684675269681,-8.19827377753092,-7.02718194872195,-4.83257949344133
26,-8.04839469411068,-9.87449985939104,-17.295213087655,-14.803178675303,-13.6169084835296,-12.8510225013184,-12.3094948851667,-11.8216623657279,-11.399849662632,-10.9801487610185,-10.5434282464577,-10.1492109506747,-9.78840535961656,-9.40643488031068,-9.03123957781801,-8.61538431000686,-8.20161055204487,-7.72498291687266,-7.21902372960465,-6.60285173320461,-5.84640012933734,-4.70403385602547,-2.71289762701903
27,-5.73077923959196,-7.63973273892938,-14.4593967922157,-12.1357703155853,-11.0826841747941,-10.5055924905755,-9.95169041175125,-9.47136507911334,-9.08124799829123,-8.7088398715705,-8.37760782779085,-8.07824981670863,-7.75796854021568,-7.38295364494693,-7.03088746183685,-6.68779304280414,-6.34418165950918,-5.93363692952636,-5.48806611990463,-4.92933908104921,-4.21118766939594,-3.1782330328836,-1.21623824848121
28,0.338495265151225,-5.44595593135136,-11.0790444330155,-9.43588750324812,-8.63124502379653,-8.02906754666438,-7.45446174467854,-7.03500463001484,-6.6762968297326,-6.34381109021448,-6.04380250062901,-5.72362060982192,-5.41237017472189,-5.12159992905223,-4.79831961534449,-4.50665411545646,-4.1274104240964,-3.75674761161463,-3.38894270483354,-2.89730790016953,-2.27995141128306,-1.38690419891336,0.436588643785057
29,-7.33331475705612,-3.4024219860598,-10.3008459371803,-8.25401423886064,-7.25103747849114,-6.47850229985717,-5.84334552786815,-5.33816293819443,-4.92830664357322,-4.53549932458512,-4.11823759159184,-3.73265619060555,-3.34994739986308,-2.98963736894109,-2.57659172691144,-2.21818621235221,-1.81919467577828,-1.38945867695878,-0.890838038955844,-0.307899447568988,0.462104689152422,1.47157685820353,3.60705743553586
30,3.17898595772483,-1.74897957170305,-8.30506901171551,-6.37665905649553,-5.39712946201912,-4.68996318423904,-4.13097202247783,-3.62958243826998,-3.19863298923293,-2.769664399106,-2.40795088518325,-2.06297085721354,-1.71368942255281,-1.3776583278657,-1.02901875772348,-0.619212587323785,-0.267594431239291,0.162980850951382,0.64842769136758,1.20954672456614,1.82709742620462,2.87911905033259,5.27311686033126
31,-1.78942947017919,-0.401690611668364,-8.6430582164221,-6.38561671072846,-4.97414274436795,-4.06299053317966,-3.32062307760728,-2.72051667420408,-2.20606550260707,-1.74249395582093,-1.24962356906505,-0.833658614025829,-0.388308242393338,0.0758363098858907,0.53115781183639,0.994271700058133,1.44465623603398,1.94618731100269,2.50846449324825,3.16060414152726,3.92923018718699,5.29386470866428,7.85868276025745
32,0.912071764924958,0.459533868980309,-7.25025829460587,-4.86271401958384,-3.7041112498918,-2.90828767909559,-2.25945861016103,-1.63684531379473,-1.1590013477925,-0.685257777927353,-0.290144533953298,0.104565224379556,0.467949172052054,0.837623767435458,1.26574047967101,1.68639117189257,2.16168120573215,2.6182930514446,3.15616607719249,3.73137242363113,4.52274060397617,5.77602438730858,7.90003467502371
33,-2.04744788939984,0.86557621942501,-7.24556988631152,-4.76954623746498,-3.52967646060672,-2.61488921703369,-1.92669701640828,-1.38039172590567,-0.87243651513205,-0.42723612751698,-0.0779109083104894,0.377406698333263,0.827814535770477,1.23283809235992,1.6594513231081,2.11466691813549,2.6107472749657,3.1276884417216,3.70326047953,4.37042772661777,5.23243478824067,6.32012045795731,8.76840084260612
34,-0.472218671428142,0.790063771169601,-8.65890950266101,-6.14107296402698,-4.5634242626531,-3.42204720461091,-2.6756141529695,-1.98258479556146,-1.3662250121368,-0.819200359010493,-0.266960066677043,0.263282084060744,0.712286616984432,1.22114015668809,1.71272484535438,2.28887102122565,2.7833964750835,3.29159387525292,4.00577632894648,4.77420398823754,5.69129031418371,7.03079040620273,9.92530678356687
35,2.42219581300159,0.297924630577447,-8.76082815100754,-5.85781750921541,-4.50798958459501,-3.62023594293074,-2.84996741662016,-2.23259691328021,-1.68629755047761,-1.13531872674474,-0.646149047716148,-0.171031506562247,0.313430147280921,0.815084920306862,1.30627442072588,1.84239404321116,2.3880023515126,2.93437661478358,3.56847867748854,4.33018135988001,5.17698418478517,6.65293106301031,9.2025611448828
36,-2.60745279483681,-0.529954781051157,-9.34257630461945,-6.81675780912613,-5.44395718053301,-4.52594362336682,-3.83481012169193,-3.19223539761029,-2.62306080064498,-2.0743646614102,-1.55769146778372,-1.05151518326556,-0.606956900378586,-0.169178181707919,0.296332852937928,0.808149421393109,1.31795360372763,1.89716352770352,2.53506651415941,3.21819845444635,4.26113254666171,5.62881632342038,8.38649775642466
37,-6.79914898524944,-1.64696276910599,-10.2412802428803,-7.39542789401351,-6.08573859836345,-5.23170050176621,-4.51953184720096,-3.99071515267566,-3.44098861267079,-2.91983162207411,-2.50241820965532,-2.04066924150602,-1.56850689671366,-1.10773499537215,-0.691191758517953,-0.206343350331213,0.258866933107236,0.746738159188595,1.3242213172565,2.0300891853252,2.93047866025374,4.33030570889447,6.83157043274164
38,-3.8171816218873,-2.95826426754812,-9.54029819151888,-7.54391063503955,-6.53529588556638,-5.80928402927301,-5.29219461040944,-4.77005173889048,-4.33984767602246,-4.00941937772768,-3.66132264254449,-3.33446056072557,-3.00360756739294,-2.67687889771813,-2.32953704632214,-1.98147281062748,-1.60867573821051,-1.15081439047501,-0.670227716115055,-0.164668461233423,0.484051252722281,1.52880932469411,3.61754049837518
39,-12.0453652502445,-4.24525603381862,-10.6853932679891,-8.9495905026548,-7.78741863557527,-7.14739666132617,-6.65843582935783,-6.17264034985325,-5.74346384505417,-5.34366010338824,-5.00945427392327,-4.64665262996283,-4.30909581479619,-3.92515325018099,-3.57282755708521,-3.24706380990552,-2.84316402303064,-2.44188360832813,-2.01591785144564,-1.52209600679235,-0.775498256346257,0.362989837523116,2.41233634150453
40,-6.36820749626936,-5.5156864882112,-11.8849733581774,-10.0670045156301,-8.99913856451389,-8.3021127277182,-7.75945932115359,-7.31589375112268,-6.9235735621746,-6.54257174962184,-6.20906791825603,-5.88274313483421,-5.51884513392743,-5.14521980070882,-4.80855511400543,-4.40161206520132,-3.97266357103256,-3.51227747205519,-3.08552121040661,-2.58326047094476,-1.91714988077495,-0.863502606155675,1.214531210652
41,-11.488272521733,-6.48192965227762,-12.4414550014072,-10.4519528142077,-9.54557248926,-8.9531201844639,-8.48367531438145,-8.11824883944502,-7.74442593639266,-7.42945558463783,-7.14330068224717,-6.79585839787275,-6.51725089537941,-6.20305173202962,-5.92693642423435,-5.593521096167,-5.24975174069056,-4.92221206319822,-4.54745728532829,-4.10101370159405,-3.48448775299318,-2.65391211213497,-0.954356769893222
42,-6.90303138066283,-7.19254375320413,-12.8633755739172,-10.9791425965184,-10.1450107870468,-9.54408491470743,-9.11323549716512,-8.72162068495209,-8.3838772248439,-8.07018546626245,-7.78326597946798,-7.49239073719145,-7.21195360396819,-6.9163345179716,-6.60911436548788,-6.31411950134406,-5.98782524439039,-5.65089800407376,-5.26322726541875,-4.79471775998,-4.17947871463366,-3.34926279107483,-1.78849874850855
43,-7.67758644879537,-7.40089950127764,-12.6387603923467,-11.1222871588147,-10.295315455584,-9.68838534718809,-9.28352320483307,-8.86954294644555,-8.5499890299017,-8.26337102193903,-7.95707026994318,-7.6777324244764,-7.35415924694572,-7.07365787284597,-6.78492543647039,-6.4647059760418,-6.18844317673009,-5.90150101384634,-5.50268171943195,-5.0680924271412,-4.56332829366336,-3.67939782377228,-1.89054427182274
44,-7.58907955286982,-7.15467089915979,-12.4198132695458,-10.8107031932587,-9.97053596336623,-9.39497965424351,-8.97038209026589,-8.57324284271742,-8.24750200457164,-7.9618685589417,-7.70494121912243,-7.44525258370931,-7.19267575270628,-6.91232159369167,-6.66294096425279,-6.35802921888665,-6.02871652395698,-5.7253060022266,-5.37274090901019,-4.95890486407903,-4.38696726951014,-3.50546104945356,-1.78289197621596
45,-6.14950566203135,-6.42546112205068,-11.168711535005,-9.83615155376635,-9.06150384947824,-8.56764941145691,-8.15795742595783,-7.82005367940187,-7.50585636801672,-7.24276850064675,-6.96756607714656,-6.70360581031126,-6.45564324832424,-6.18458133086153,-5.96658383317117,-5.68205370098413,-5.40784928293029,-5.0859552383012,-4.77609996981333,-4.40128536118231,-3.89199418607901,-3.14303971122844,-1.73865710568856
46,-4.49217191015824,-5.20327685027437,-9.61635949099595,-8.24481423572383,-7.60266421496992,-7.10678569435463,-6.76150551646627,-6.46043455150865,-6.19568475072865,-5.95650845187975,-5.7223536739479,-5.47141827692219,-5.20254439008566,-4.97716961632088,-4.73426562995671,-4.48821249349399,-4.24235704008802,-3.97136325483214,-3.6513526842132,-3.27773844929773,-2.82154646858691,-2.05432001346025,-0.790128865262656
47,-4.30577216606314,-3.54384408697854,-8.8179578682299,-7.07743832015835,-6.24831744545203,-5.74475900894074,-5.29312667833982,-4.93942708346758,-4.65878807794199,-4.38505282104412,-4.14179368754334,-3.86698745867276,-3.59068648260761,-3.31442240321262,-3.05178841132365,-2.76756399090846,-2.51588817919663,-2.20027464044149,-1.85938124324398,-1.48525904234116,-0.931805665245553,-0.205614494367063,1.36709263357792
48,1.4790240964018,-1.56187061574951,-6.92530213885976,-5.20569776520371,-4.40541588204844,-3.82884752662764,-3.38314071758125,-3.04168736055188,-2.69872514955934,-2.38415337720806,-2.0960867601691,-1.80993576601302,-1.56851816461879,-1.30627014328495,-1.02838128595306,-0.742344419854863,-0.466680312388297,-0.139458558848856,0.216250187720917,0.628630342942048,1.12832224535372,1.99508578211948,3.51500152363266
49,4.15354982682474,0.746180967261099,-4.25193530278113,-2.65478373501284,-1.89818778813639,-1.3644354112686,-0.994464079195604,-0.658059710595836,-0.318560954887229,-0.00798005437494154,0.26705421507533,0.526080203075712,0.787608935521291,1.05474616780703,1.32385666304766,1.5831899501441,1.8588216295081,2.18176829114558,2.52858494391397,2.95983674514889,3.47805616897586,4.17849956325658,5.730787314407
50,1.48431476798287,3.19554003861788,-1.47590749172588,-0.0177814622207967,0.740587350735361,1.17675555881592,1.57404453717648,1.90398363260566,2.20513004318447,2.47282172866823,2.71784898438752,2.97507673881345,3.21175434549383,3.45062956678277,3.70754402151019,3.96029449015668,4.21940835664773,4.54666975855333,4.86005759751878,5.24597875458811,5.71597041786225,6.43452232801733,7.62076392901886
51,3.10486741310297,5.47608310488534,1.69229884895509,2.89276883923488,3.45370433082291,3.83922982158422,4.14618112362895,4.40547127245602,4.64927551680877,4.85625709222924,5.05569583901926,5.25984845513467,5.44180566763461,5.63962842500976,5.83888502914498,6.05539639379264,6.26311914559732,6.49412195784269,6.75199557697692,7.07785502255546,7.4543748104382,8.06524894823541,9.07613172211288
52,6.07475285719986,7.58534423968107,3.72424272048691,4.8771757874883,5.53327603014277,5.93841550709226,6.24714726807654,6.50674274417551,6.74231616412091,6.95077726569132,7.16199897048257,7.35355069617906,7.54226334328375,7.76070228329053,7.96083901391055,8.17987866741776,8.43646853215817,8.68793783311427,8.97221581097807,9.30277788548655,9.67530382091435,10.2436747015881,11.5532495496
53,9.65254910962822,9.41216976052538,5.91268522680481,7.03560468445691,7.59133339584863,7.91969599041949,8.18300220278932,8.41893961556913,8.64558433086954,8.87246060386711,9.06481994561463,9.23645475329176,9.40170137520736,9.59012184766809,9.76394877218837,9.94193993239423,10.1449209699461,10.3511695978364,10.5654372724077,10.8616467498238,11.1997986316069,11.7797063462885,12.8120009098211
54,12.0476512794229,10.903391886799,7.4749283783534,8.63962599024445,9.15804913011089,9.47754261607546,9.74098866378211,9.97479973186406,10.17859985852,10.3721154189548,10.559281018053,10.7359837044153,10.895520128309,11.0706012358266,11.2599233082335,11.4291207814305,11.6399627813193,11.8541756243922,12.0913401960299,12.370908720353,12.7238636538424,13.2543615759207,14.2932075868302
55,8.86841538849946,11.9230390284283,8.88912227834685,9.79869679006676,10.289175650105,10.6053687146017,10.8548771190783,11.0604794716791,11.249878619051,11.4182863189113,11.6140345182308,11.774005211991,11.9418297534624,12.0932312547722,12.2294999903213,12.4265389922839,12.5987179004863,12.805199532051,13.0405457951092,13.3107569094858,13.6477113861192,14.1225534005347,15.0043936785443
56,12.0417554357478,12.1015181861635,9.20664345415323,10.0927214562699,10.5837231085692,10.8767254186903,11.1076756801545,11.3087497691267,11.4882330075074,11.6479291960668,11.7882757059415,11.9515404938615,12.0758119582974,12.2385275552468,12.3801486945486,12.5478847102589,12.7208255028541,12.903564669027,13.1210382368073,13.3594741470929,13.6840060759229,14.1022822246601,15.1078560480934
57,11.6344696401631,11.822318859629,8.57252933614715,9.60001099766081,10.0911086473344,10.4285660474147,10.6810835389691,10.8804628285489,11.0812010563627,11.2728608581409,11.4712723406689,11.6297507888884,11.8266494925746,11.98374897667,12.1428254900058,12.3251370101571,12.5227148346099,12.7034029759837,12.9134522198705,13.1736013514354,13.5275804671459,13.9892793526795,14.9057775327716
58,10.2289193369367,10.8888867642231,8.04197219520783,8.88071890237136,9.3780919062827,9.6728518438089,9.92670168631236,10.1095249469869,10.3027768105566,10.4644723502486,10.6108278426969,10.7618507511444,10.893075592232,11.0345698531565,11.2001779511578,11.3517659575515,11.5146446961746,11.6752168596503,11.8604825584007,12.098782384249,12.3671817131235,12.7713714254619,13.5772967535522
59,9.45744599847334,9.31007961851386,6.422429140481,7.35069933195039,7.80696714330311,8.08036865999462,8.29679208455577,8.48800640953618,8.66920175382425,8.84334264820195,8.99606773242062,9.15416813842997,9.29762085096513,9.43459445866174,9.58493713679507,9.74083093313865,9.91892320198161,10.1022862686803,10.2762238972902,10.5051537643735,10.7881975357096,11.233983838356,12.1959192902953
60,7.45978905681566,7.22532104013607,4.44706968299553,5.35324349234992,5.7799424081547,6.04857212981781,6.25764855132099,6.44279748326773,6.63958001791704,6.80598149236245,6.96561940629883,7.1012050855815,7.22921031183992,7.37119878860473,7.51474570243322,7.65021035382873,7.79243326265412,7.96573198770352,8.13316364900316,8.35797095779414,8.63420799674117,9.07006497418529,9.877166481547
61,7.1011682571669,4.68245637310196,1.59184952859078,2.5142973959901,3.07708087427728,3.36060907406828,3.61333485805888,3.82398967956799,4.01439371815069,4.18203756220047,4.36138399681238,4.51009344414081,4.66563675092674,4.83316006035923,5.02367684661622,5.18867900263929,5.38176826617673,5.56215473202584,5.7650843396403,6.02681516491462,6.34540407631029,6.85646896392275,7.77885870090099
62,1.45956062892069,1.86056645647758,-1.94437237242164,-0.766248680313736,-0.164976237426908,0.187586966632439,0.473391884203075,0.757247955056165,0.994675385032068,1.2080114692408,1.42651602912278,1.62443668627965,1.82862785036328,2.03237235823702,2.22298359541982,2.46604099615618,2.6827656069087,2.93476474906712,3.24337140506903,3.56522483126216,3.94712308661269,4.51330590007661,5.69790870580254
63,-1.53150159553128,-1.24785793712263,-5.39005195163619,-4.06178643660434,-3.44250830561739,-3.02692971670661,-2.6557701244247,-2.40847274057247,-2.14826099496761,-1.91487236615026,-1.69573874607034,-1.49133634628283,-1.28945693238187,-1.07481126130267,-0.861698418848511,-0.642582639428673,-0.381293418609304,-0.13563344755148,0.114875450436697,0.46453397106061,0.844639584202637,1.47648612166921,2.73036143990352
64,-2.96037855384246,-4.40538945319142,-8.42977269914397,-7.23102870764975,-6.57027195166375,-6.1359815685075,-5.80891369233165,-5.53703388928321,-5.30516763445223,-5.07355921707311,-4.84728414078113,-4.63627490530797,-4.4185958454302,-4.21362073273852,-3.99804812425082,-3.77867649839265,-3.52569149128022,-3.25800931235965,-2.98118259988804,-2.69155270159276,-2.26972019947259,-1.63455246786191,-0.556662789901304
65,-6.46970479244566,-7.4184506202513,-11.6831580553004,-10.4618290955649,-9.82772817428942,-9.37466324865913,-9.03157237815496,-8.71622117377625,-8.4529208033864,-8.17408352320468,-7.90831912570396,-7.68598601069219,-7.45400870389305,-7.24151171819058,-7.0028819849852,-6.74620134143947,-6.53420970308941,-6.26230496776525,-5.98622181896939,-5.65786252534145,-5.19422990227723,-4.51435822828725,-3.0574115099477
66,-11.9050853335015,-10.1980565491397,-14.87852847174,-13.4132962495096,-12.6198279040761,-12.1364676840161,-11.7555673743539,-11.42983979518,-11.158144766704,-10.8906107793652,-10.6274713263218,-10.3917679658961,-10.1574228765959,-9.92335144962449,-9.67398811871986,-9.41841379580256,-9.14546307004922,-8.83962464384838,-8.52381792927289,-8.14455059457321,-7.61581905310034,-6.9178079997009,-5.69527333110754
67,-14.7725431911243,-12.6454834324652,-17.6237983634219,-16.1975255429777,-15.3402137981283,-14.7763586519534,-14.3820110907228,-14.0260946327641,-13.7151931153761,-13.4190243001225,-13.0986320523311,-12.8119403255575,-12.5715335084369,-12.2969280336795,-12.0380343403119,-11.7904446983078,-11.521608642302,-11.1644998161757,-10.8053045773651,-10.393413586785,-9.9347859145388,-9.19407210146386,-7.55638082573343
68,-15.0373038383089,-14.605103286557,-19.9357235059845,-18.2316238478442,-17.4149733559926,-16.9005719150273,-16.4879385986491,-16.1165150043848,-15.7495383964986,-15.4325975030692,-15.15727180709,-14.8832514237216,-14.5895869162954,-14.2922356170981,-13.9985111142257,-13.7035772288725,-13.4159111310411,-13.0483531135434,-12.6723848147307,-12.2496277110126,-11.7313294581623,-10.9377717838122,-9.25525896083215
69,-20.5639257851862,-15.963673464904,-21.7894704651304,-19.8829664152758,-19.0966351026502,-18.5135980438913,-18.0480529570906,-17.6665003585468,-17.2814954522136,-16.972524510493,-16.6557940539996,-16.3651378798584,-16.0507933985571,-15.7278083120535,-15.4281358247099,-15.1079295815205,-14.7725281649564,-14.4233463135754,-13.9831995654284,-13.4554384759989,-12.8281562552111,-11.9646342205391,-10.246418585381
