"base_row_id","phase","repair_class","candidate_rank","profile_id","init_from_vb","vb_init_profile","mh_proposal","mh_adapt","n_burn","n_mcmc","thin","gamma_substeps","p_global_eta_jump","global_eta_jump_scale","slice_width","slice_max_steps","laplace_refresh_interval","laplace_refresh_start","laplace_refresh_weight","historical_anchor_variant_tag","rationale","phase_order","family","tau_label","fit_size","status","error","base_profile_id","selected_variant_tag","accepted_gate","accepted_healthy","target_original_case_key","candidate_fit_path","health_csv","metrics_csv","fit_seed","historical_source","row_id"
44,"phase2_static_shrink_rhsns_exal_mcmc_gausmix_vb_bridge","vb_bridge",3,"bridge_vb_rw_f0845_s100_ld20_b8000_k2500",TRUE,"ldvb20","laplace_rw",TRUE,8000,2500,1,2,0.0845,1,NA,NA,50,333,0.6,"failband2_F0845_sub2_s100","Mirror the conservative VB-seeded bridge on the cleaner F0845/s100 anchor rather than assuming the high-band seed is the only route to closure.",2,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026045433,NA,11
44,"phase2_static_shrink_rhsns_exal_mcmc_gausmix_vb_bridge","vb_bridge",4,"bridge_vb_rw_f0845_s100_ld40_b10000_k2500_refresh85",TRUE,"ldvb40","laplace_rw",TRUE,10000,2500,1,3,0.0845,1,NA,NA,10,50,0.85,"failband2_F0845_sub2_s100","Carry the deeper VB-seeded F0845/s100 bridge with early heavy refresh as the strongest low-mid warm-start attempt in the schedule.",2,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026045434,NA,12
44,"phase2_static_shrink_rhsns_exal_mcmc_gausmix_vb_bridge","vb_bridge",5,"bridge_vb_rw_f0825_s1025_ld40_b10000_k2500_refresh75",TRUE,"ldvb40","laplace_rw",TRUE,10000,2500,1,3,0.0825,1.025,NA,NA,25,150,0.75,"failband2_F0825_sub2_s1025","Keep one VB-seeded soft-band rw hedge alive so the bridge program still learns whether smoother initial states help the lower-jump geometry more than the higher band.",2,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026053087,"LOCAL_static_case_checkpoint_failband2_F0825_sub2_s1025_exal_gausmix.csv",13
44,"phase2_static_shrink_rhsns_exal_mcmc_gausmix_vb_bridge","vb_bridge",6,"bridge_vb_sliceeta_f085_s100_ld20_b8000_k2500_w18_s320",TRUE,"ldvb20","slice_eta",FALSE,8000,2500,1,3,0.085,1,0.18,320,25,150,0.75,"failband2_F085_sub2_s100","Test the transformed exact-kernel route with a conservative warm start on the strongest F085/s100 anchor instead of repeating no-init slice probes that already screened out poorly.",2,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026055087,"LOCAL_static_case_checkpoint_failband2_F085_sub2_s100_exal_gausmix.csv",14
44,"phase2_static_shrink_rhsns_exal_mcmc_gausmix_vb_bridge","vb_bridge",7,"bridge_vb_sliceeta_f0845_s100_ld40_b9000_k2500_w18_s320",TRUE,"ldvb40","slice_eta",FALSE,9000,2500,1,3,0.0845,1,0.18,320,25,150,0.75,"failband2_F0845_sub2_s100","Mirror the warm-started slice_eta bridge on the cleaner F0845/s100 anchor so the exact-kernel test is not tied to only the highest rw band.",2,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026045437,NA,15
44,"phase2_static_shrink_rhsns_exal_mcmc_gausmix_vb_bridge","vb_bridge",8,"bridge_vb_slice_f085_s100_ld40_b9000_k2500_w16_s240",TRUE,"ldvb40","slice",FALSE,9000,2500,1,2,0.085,1,0.16,240,25,150,0.75,"failband2_F085_sub2_s100","Keep one gamma-space slice bridge with VB warm start as a narrow hedge in case eta-space movement is not the main missing ingredient on row 44.",2,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026055087,"LOCAL_static_case_checkpoint_failband2_F085_sub2_s100_exal_gausmix.csv",16
44,"phase3_static_shrink_rhsns_exal_mcmc_gausmix_newkernels","newkernel_bridge",1,"bridge_local_f085_s100_b9000_k3000",FALSE,"none","laplace_local",FALSE,9000,3000,1,2,0.085,1,NA,NA,25,150,0.75,"failband2_F085_sub2_s100","Test the approximate local-Gaussian kernel on the strongest F085/s100 anchor to see whether a less sticky local proposal family can raise gamma ESS without needing large global jumps.",3,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026055087,"LOCAL_static_case_checkpoint_failband2_F085_sub2_s100_exal_gausmix.csv",17
44,"phase3_static_shrink_rhsns_exal_mcmc_gausmix_newkernels","newkernel_bridge",2,"bridge_local_f0845_s100_b9000_k3000",FALSE,"none","laplace_local",FALSE,9000,3000,1,2,0.0845,1,NA,NA,25,150,0.75,"failband2_F0845_sub2_s100","Run the same local-Gaussian kernel on the cleaner F0845/s100 anchor because that anchor previously offered the best retained-segment stability among the rw corridors.",3,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026045432,NA,18
44,"phase3_static_shrink_rhsns_exal_mcmc_gausmix_newkernels","newkernel_bridge",3,"bridge_local_f0825_s1025_b10000_k2500",FALSE,"none","laplace_local",FALSE,10000,2500,1,3,0.0825,1.025,NA,NA,25,150,0.75,"failband2_F0825_sub2_s1025","Carry one local-Gaussian soft-band hedge so the new-kernel phase still checks whether a smoother lower-jump band works better once the proposal family changes completely.",3,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026053087,"LOCAL_static_case_checkpoint_failband2_F0825_sub2_s1025_exal_gausmix.csv",19
44,"phase3_static_shrink_rhsns_exal_mcmc_gausmix_newkernels","newkernel_bridge",4,"bridge_sliceeta_f085_s100_b9000_k3000_w18_s320",FALSE,"none","slice_eta",FALSE,9000,3000,1,3,0.085,1,0.18,320,25,150,0.75,"failband2_F085_sub2_s100","Test slice_eta without VB on the strongest F085/s100 anchor so the new-kernel phase includes one pure exact-kernel bridge after the burn-heavy rw work is exhausted.",3,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026055087,"LOCAL_static_case_checkpoint_failband2_F085_sub2_s100_exal_gausmix.csv",20
