"rule_id","phase","priority","action","root_kind","block","prior_semantics","inference","family","tau_label","fit_size","target_profile","audit_required","hold_fixed","target_behavior","rationale","cluster_signal","available_metric_slots","win_metric_slots","loss_metric_slots","win_share","net_advantage","q_rmse_median_delta","loss_metric_median_delta","crps_median_delta","interval_median_delta","coverage_gap_median_delta","runtime_ratio_median"
"static_vb_non025_hold_monitor","phase2_static_vb",5,"hold_monitor","static","static_shrink","ridge","vb","laplace","0p05",1000,"static_exal_vb_hold",FALSE,TRUE,"keep current non-0.25 VB clusters as monitor-only until tau 0.25 is understood","non-0.25 VB is mixed-to-positive and should not be perturbed first","positive",3,2,1,0.666666666666667,1,0.173543749727953,NA,-0.0175801396413634,NA,-0.4,39.7372262773723
"static_vb_non025_hold_monitor","phase2_static_vb",5,"hold_monitor","static","static_paper","paper","vb","normal","0p05",100,"static_exal_vb_hold",FALSE,TRUE,"keep current non-0.25 VB clusters as monitor-only until tau 0.25 is understood","non-0.25 VB is mixed-to-positive and should not be perturbed first","positive",4,3,1,0.75,2,0.125637042091535,0.419875,-0.283160355312088,NA,-0.75,142.969072164948
"static_vb_non025_hold_monitor","phase2_static_vb",5,"hold_monitor","static","static_shrink","rhs","vb","normal","0p05",100,"static_exal_vb_hold",FALSE,TRUE,"keep current non-0.25 VB clusters as monitor-only until tau 0.25 is understood","non-0.25 VB is mixed-to-positive and should not be perturbed first","positive",3,2,1,0.666666666666667,1,-0.00792868353343279,NA,0.00493296493992271,NA,-0.133333333333333,0.645674632161119
"static_vb_non025_hold_monitor","phase2_static_vb",5,"hold_monitor","static","static_shrink","ridge","vb","normal","0p05",100,"static_exal_vb_hold",FALSE,TRUE,"keep current non-0.25 VB clusters as monitor-only until tau 0.25 is understood","non-0.25 VB is mixed-to-positive and should not be perturbed first","positive",3,3,0,1,3,-0.248369747891623,NA,-0.0838862415385245,NA,-0.4,90.52
"static_vb_non025_hold_monitor","phase2_static_vb",5,"hold_monitor","static","static_paper","paper","vb","normal","0p05",1000,"static_exal_vb_hold",FALSE,TRUE,"keep current non-0.25 VB clusters as monitor-only until tau 0.25 is understood","non-0.25 VB is mixed-to-positive and should not be perturbed first","positive",4,4,0,1,4,-0.0132693363241478,0.000874999999999959,-0.0564211831707847,NA,-0.125,53.4040816326531
"static_vb_non025_hold_monitor","phase2_static_vb",5,"hold_monitor","static","static_shrink","rhs","vb","normal","0p05",1000,"static_exal_vb_hold",FALSE,TRUE,"keep current non-0.25 VB clusters as monitor-only until tau 0.25 is understood","non-0.25 VB is mixed-to-positive and should not be perturbed first","negative",3,0,3,0,-3,0.0367844988952017,NA,0.0122707319069253,NA,0.0666666666666667,1.457919212182
"static_vb_non025_hold_monitor","phase2_static_vb",5,"hold_monitor","static","static_shrink","ridge","vb","normal","0p05",1000,"static_exal_vb_hold",FALSE,TRUE,"keep current non-0.25 VB clusters as monitor-only until tau 0.25 is understood","non-0.25 VB is mixed-to-positive and should not be perturbed first","negative",3,0,3,0,-3,0.0255417903357671,NA,0.00486531606938512,NA,0,61.1764705882353
"static_vb_non025_hold_monitor","phase2_static_vb",5,"hold_monitor","static","static_paper","paper","vb","gausmix","0p95",100,"static_exal_vb_hold",FALSE,TRUE,"keep current non-0.25 VB clusters as monitor-only until tau 0.25 is understood","non-0.25 VB is mixed-to-positive and should not be perturbed first","positive",4,3,1,0.75,2,0.146529335139717,0.241125,-0.217025121822294,NA,-0.125,86.1999999999998
"static_vb_non025_hold_monitor","phase2_static_vb",5,"hold_monitor","static","static_shrink","rhs","vb","gausmix","0p95",100,"static_exal_vb_hold",FALSE,TRUE,"keep current non-0.25 VB clusters as monitor-only until tau 0.25 is understood","non-0.25 VB is mixed-to-positive and should not be perturbed first","positive",3,2,1,0.666666666666667,1,-0.0905184524657172,NA,0.0105544251314799,NA,-0.0666666666666667,3.21850319669048
"static_vb_non025_hold_monitor","phase2_static_vb",5,"hold_monitor","static","static_shrink","ridge","vb","gausmix","0p95",100,"static_exal_vb_hold",FALSE,TRUE,"keep current non-0.25 VB clusters as monitor-only until tau 0.25 is understood","non-0.25 VB is mixed-to-positive and should not be perturbed first","positive",3,3,0,1,3,-0.128761401773865,NA,-0.0641855074964537,NA,-0.333333333333333,149.773913043478
"static_vb_non025_hold_monitor","phase2_static_vb",5,"hold_monitor","static","static_paper","paper","vb","gausmix","0p95",1000,"static_exal_vb_hold",FALSE,TRUE,"keep current non-0.25 VB clusters as monitor-only until tau 0.25 is understood","non-0.25 VB is mixed-to-positive and should not be perturbed first","mixed",4,2,2,0.5,0,0.415070386071244,0,-0.0194177713878132,NA,-0.5,58.3823529411765
"static_vb_non025_hold_monitor","phase2_static_vb",5,"hold_monitor","static","static_shrink","rhs","vb","gausmix","0p95",1000,"static_exal_vb_hold",FALSE,TRUE,"keep current non-0.25 VB clusters as monitor-only until tau 0.25 is understood","non-0.25 VB is mixed-to-positive and should not be perturbed first","negative",3,1,2,0.333333333333333,-1,0.349161878997804,NA,0.017230253121104,NA,-0.133333333333333,0.876393326233582
"static_vb_non025_hold_monitor","phase2_static_vb",5,"hold_monitor","static","static_shrink","ridge","vb","gausmix","0p95",1000,"static_exal_vb_hold",FALSE,TRUE,"keep current non-0.25 VB clusters as monitor-only until tau 0.25 is understood","non-0.25 VB is mixed-to-positive and should not be perturbed first","positive",3,2,1,0.666666666666667,1,0.289331744965809,NA,-0.00295718408678458,NA,-0.2,48.3203125
"static_vb_non025_hold_monitor","phase2_static_vb",5,"hold_monitor","static","static_paper","paper","vb","laplace","0p95",100,"static_exal_vb_hold",FALSE,TRUE,"keep current non-0.25 VB clusters as monitor-only until tau 0.25 is understood","non-0.25 VB is mixed-to-positive and should not be perturbed first","positive",4,4,0,1,4,-1.73462309181068,0.35125,-0.903644160167615,NA,-0.5,55.5371900826446
"static_vb_non025_hold_monitor","phase2_static_vb",5,"hold_monitor","static","static_shrink","rhs","vb","laplace","0p95",100,"static_exal_vb_hold",FALSE,TRUE,"keep current non-0.25 VB clusters as monitor-only until tau 0.25 is understood","non-0.25 VB is mixed-to-positive and should not be perturbed first","positive",3,3,0,1,3,-0.591745406894314,NA,-0.157017493421961,NA,-0.533333333333333,0.610251450676982
"static_vb_non025_hold_monitor","phase2_static_vb",5,"hold_monitor","static","static_shrink","ridge","vb","laplace","0p95",100,"static_exal_vb_hold",FALSE,TRUE,"keep current non-0.25 VB clusters as monitor-only until tau 0.25 is understood","non-0.25 VB is mixed-to-positive and should not be perturbed first","positive",3,3,0,1,3,-0.7865838879869,NA,-0.23834295714326,NA,-0.6,54.2136752136752
"static_vb_non025_hold_monitor","phase2_static_vb",5,"hold_monitor","static","static_paper","paper","vb","laplace","0p95",1000,"static_exal_vb_hold",FALSE,TRUE,"keep current non-0.25 VB clusters as monitor-only until tau 0.25 is understood","non-0.25 VB is mixed-to-positive and should not be perturbed first","positive",4,3,1,0.75,2,0.533229482776149,0.12825,-0.243637469109089,NA,-0.5,44.932
"static_vb_non025_hold_monitor","phase2_static_vb",5,"hold_monitor","static","static_shrink","rhs","vb","laplace","0p95",1000,"static_exal_vb_hold",FALSE,TRUE,"keep current non-0.25 VB clusters as monitor-only until tau 0.25 is understood","non-0.25 VB is mixed-to-positive and should not be perturbed first","negative",3,1,2,0.333333333333333,-1,0.389400123248767,NA,0.0317796357549226,NA,-0.133333333333333,0.906053615464164
"static_vb_non025_hold_monitor","phase2_static_vb",5,"hold_monitor","static","static_shrink","ridge","vb","laplace","0p95",1000,"static_exal_vb_hold",FALSE,TRUE,"keep current non-0.25 VB clusters as monitor-only until tau 0.25 is understood","non-0.25 VB is mixed-to-positive and should not be perturbed first","negative",3,1,2,0.333333333333333,-1,0.33030774019592,NA,0.01015951249524,NA,-0.266666666666667,43.1269230769231
"static_vb_non025_hold_monitor","phase2_static_vb",5,"hold_monitor","static","static_paper","paper","vb","normal","0p95",100,"static_exal_vb_hold",FALSE,TRUE,"keep current non-0.25 VB clusters as monitor-only until tau 0.25 is understood","non-0.25 VB is mixed-to-positive and should not be perturbed first","positive",4,4,0,1,4,-0.449800772950296,0.239625,-0.292770483442717,NA,-0.5,124.457943925233
"static_vb_non025_hold_monitor","phase2_static_vb",5,"hold_monitor","static","static_shrink","rhs","vb","normal","0p95",100,"static_exal_vb_hold",FALSE,TRUE,"keep current non-0.25 VB clusters as monitor-only until tau 0.25 is understood","non-0.25 VB is mixed-to-positive and should not be perturbed first","positive",3,3,0,1,3,-0.202723868401753,NA,-0.0119555023911188,NA,-0.0666666666666667,8.29131652661064
"static_vb_non025_hold_monitor","phase2_static_vb",5,"hold_monitor","static","static_shrink","ridge","vb","normal","0p95",100,"static_exal_vb_hold",FALSE,TRUE,"keep current non-0.25 VB clusters as monitor-only until tau 0.25 is understood","non-0.25 VB is mixed-to-positive and should not be perturbed first","positive",3,3,0,1,3,-0.430903743625891,NA,-0.0570637142128834,NA,-0.133333333333333,67.4885496183207
"static_vb_non025_hold_monitor","phase2_static_vb",5,"hold_monitor","static","static_paper","paper","vb","normal","0p95",1000,"static_exal_vb_hold",FALSE,TRUE,"keep current non-0.25 VB clusters as monitor-only until tau 0.25 is understood","non-0.25 VB is mixed-to-positive and should not be perturbed first","positive",4,3,1,0.75,2,0.196775138716574,0.00262499999999999,-0.147878303503996,NA,-0.5,53.5764192139738
"static_vb_non025_hold_monitor","phase2_static_vb",5,"hold_monitor","static","static_shrink","rhs","vb","normal","0p95",1000,"static_exal_vb_hold",FALSE,TRUE,"keep current non-0.25 VB clusters as monitor-only until tau 0.25 is understood","non-0.25 VB is mixed-to-positive and should not be perturbed first","negative",3,1,2,0.333333333333333,-1,0.100708739077493,NA,0.0114982350707955,NA,-0.0666666666666667,1.23615531508593
"static_vb_non025_hold_monitor","phase2_static_vb",5,"hold_monitor","static","static_shrink","ridge","vb","normal","0p95",1000,"static_exal_vb_hold",FALSE,TRUE,"keep current non-0.25 VB clusters as monitor-only until tau 0.25 is understood","non-0.25 VB is mixed-to-positive and should not be perturbed first","negative",3,1,2,0.333333333333333,-1,0.0985018026123251,NA,0.00336153847415957,NA,-0.0666666666666667,47.0179856115108
