"t","y","mu","q_001","q_005","q_010","q_015","q_020","q_025","q_030","q_035","q_040","q_045","q_050","q_055","q_060","q_065","q_070","q_075","q_080","q_085","q_090","q_095","q_099"
59,9.02733240031886,10.4059167395923,3.39219825391661,5.4468388569103,6.54216015962994,7.28116824252533,7.86850843977762,8.37239403125727,8.82489886564489,9.24421203140624,9.64209922098989,10.027059681623,10.4059167395923,10.7847737975617,11.1697342581948,11.5676214477784,11.9869346135398,12.4394394479274,12.943325039407,13.5306652366593,14.2696733195547,15.3649946222744,17.4196352252681
60,7.0816553046618,8.17630826904239,1.1625905470394,3.21723092631824,4.31255210977631,5.0515601122065,5.63890024550758,6.1427857821228,6.59529056724047,7.01460368734586,7.41249083360647,7.79745125232403,8.17630826904239,8.55516528576074,8.94012570447831,9.33801285073891,9.75732597084431,10.209830755962,10.7137162925772,11.3010564258783,12.0400644283085,13.1353856117665,15.1900259910454
61,8.79440873246211,5.46732976856262,-1.54638725538855,0.508252919398813,1.60357399384324,2.34258192272244,2.92992199756753,3.43380748403271,3.88631222411409,4.30562530248666,4.70351240914689,5.08847278955063,5.46732976856262,5.8461867475746,6.23114712797835,6.62903423463858,7.04834731301115,7.50085205309253,8.00473753955771,8.5920776144028,9.331085543282,10.4264066177264,12.4810467925138
62,2.77742819165862,2.44919290748556,-4.56452347021893,-2.50988348474693,-1.41456251122582,-0.675554650439115,-0.0882146297117692,0.415670810325199,0.868175508712613,1.28748854844951,1.68537561844826,2.0703359633816,2.44919290748556,2.82804985158951,3.21301019652285,3.61089726652161,4.0302103062585,4.48271500464591,4.98660044468288,5.57394046541023,6.31294832619693,7.40826929971804,9.46290928519004
63,3.12123104398411,-0.802849408813493,-7.81656517778103,-5.76192537063607,-4.66660449218044,-3.92759669553397,-3.34025672578325,-2.83637132947968,-2.38386667036621,-1.96455366702249,-1.56666663155729,-1.18170632003556,-0.802849408813493,-0.423992497591427,-0.0390321860696988,0.358854849395501,0.77816785273923,1.2306725118527,1.73455790815626,2.32189787790698,3.06090567455346,4.15622655300908,6.21086636015404
64,-1.35201729299053,-4.06426678618648,-11.0779819698147,-9.02334233414254,-7.92802154709843,-7.18901381212686,-6.60167389139341,-6.09778853714229,-5.64528391579323,-5.22597094744385,-4.82808394518486,-4.44312366579052,-4.06426678618648,-3.68540990658244,-3.30044962718811,-2.90256262492912,-2.48324965657974,-2.03074503523067,-1.52685968097956,-0.939519760246101,-0.200512025274541,0.894808761769564,2.94944839744173
65,-2.67724280904457,-7.22201862267701,-14.2357332309126,-12.1810937637994,-11.0857730666134,-10.3467653922688,-9.75942551971961,-9.25554020680635,-8.80303562257995,-8.38372268863025,-7.9858357190132,-7.60087547120031,-7.22201862267701,-6.84316177415371,-6.45820152634083,-6.06031455672378,-5.64100162277408,-5.18849703854768,-4.68461172563442,-4.09727185308527,-3.35826417874058,-2.26294348155463,-0.208304014441414
66,-8.6029007856127,-10.0934142028953,-17.1071282332628,-15.0524889354337,-13.9571683284925,-13.2181607150355,-12.630820890878,-12.1269356194804,-11.6744310725364,-11.2551181731344,-10.8572312362997,-10.4722710202041,-10.0934142028953,-9.71455738558645,-9.32959716949089,-8.93171023265621,-8.51239733325419,-8.05989278631017,-7.5560075149126,-6.96866769075507,-6.22966007729809,-5.13433947035688,-3.0797001725278
67,-8.72211539379088,-12.5906034101727,-19.604316849143,-17.5496777245614,-16.4543572099777,-15.7153496588339,-15.128009884201,-14.6241246552911,-14.1716201465023,-13.7523072824568,-13.354420379172,-12.9694601955363,-12.5906034101727,-12.2117466248091,-11.8267864411734,-11.4288995378886,-11.0095866738431,-10.5570821650543,-10.0531969361444,-9.46585716151147,-8.72684961036769,-7.63152909578405,-5.57688997120239
68,-13.2678381526203,-14.5481430070947,-21.5618558318268,-19.5072168871838,-18.4118964685248,-17.6728889821008,-17.0855492589052,-16.5816640741239,-16.129159604964,-15.7098467776406,-15.3119599092014,-14.9269997592793,-14.5481430070947,-14.1692862549102,-13.7843261049881,-13.3864392365489,-12.9671264092254,-12.5146219400655,-12.0107367552843,-11.4233970320886,-10.6843895456647,-9.58906912700566,-7.53443018236262
69,-14.5542950626445,-15.9341111656572,-22.9478233461631,-20.8931845902435,-19.7978642721923,-19.058856853648,-18.4715171844009,-17.9676320459027,-17.5151276183064,-17.0958148294978,-16.6979279976055,-16.3129678830429,-15.9341111656572,-15.5552544482716,-15.170294333709,-14.7724075018166,-14.3530947130081,-13.9005902854118,-13.3967051469136,-12.8093654776665,-12.0703580591221,-10.9750377410709,-8.92039898515133
